顧客ID,購買金額,購買金額平均,購買金額Mランク,購買頻度,購買頻度平均,購買頻度Fランク,最新購買日,最新購買日Rランク,新規顧客,人数
C112388,32049,32049,M5,2,2,F1,2019/5/19,R2,No,1
C113064,32478,32478,M5,2,2,F1,2019/5/19,R2,No,1
C114002,44105,44105,M5,2,2,F1,2019/5/19,R2,No,1
C102632,4178,4178,M1,3,3,F2,2019/5/20,R2,No,1
C103100,3102,3102,M1,3,3,F2,2019/5/20,R2,No,1
C103602,4705,4705,M1,3,3,F2,2019/5/20,R2,No,1
C104216,3438,3438,M1,3,3,F2,2019/5/20,R2,No,1
C105176,4866,4866,M1,3,3,F2,2019/5/20,R2,No,1
C106272,3517,3517,M1,3,3,F2,2019/5/20,R2,No,1
C106602,2739,2739,M1,3,3,F2,2019/5/20,R2,No,1
C106886,3529,3529,M1,3,3,F2,2019/5/20,R2,No,1
C107632,4561,4561,M1,3,3,F2,2019/5/20,R2,No,1
C107962,4677,4677,M1,2,2,F1,2019/5/20,R2,No,1
C108380,1916,1916,M1,2,2,F1,2019/5/20,R2,No,1
C108606,3954,3954,M1,2,2,F1,2019/5/20,R2,No,1
C108684,3261,3261,M1,2,2,F1,2019/5/20,R2,No,1
C109532,3859,3859,M1,2,2,F1,2019/5/20,R2,No,1
C109572,2958,2958,M1,2,2,F1,2019/5/20,R2,No,1
C109624,1902,1902,M1,2,2,F1,2019/5/20,R2,No,1
C109840,687,687,M1,2,2,F1,2019/5/20,R2,No,1
C109960,4950,4950,M1,2,2,F1,2019/5/20,R2,No,1
C110100,3657,3657,M1,2,2,F1,2019/5/20,R2,No,1
C110228,2753,2753,M1,2,2,F1,2019/5/20,R2,No,1
C110346,1988,1988,M1,2,2,F1,2019/5/20,R2,No,1
C110596,4593,4593,M1,2,2,F1,2019/5/20,R2,No,1
C110956,3752,3752,M1,2,2,F1,2019/5/20,R2,No,1
C111076,4860,4860,M1,2,2,F1,2019/5/20,R2,No,1
C111378,2489,2489,M1,2,2,F1,2019/5/20,R2,No,1
C111546,2506,2506,M1,2,2,F1,2019/5/20,R2,No,1
C111760,3083,3083,M1,2,2,F1,2019/5/20,R2,No,1
C111800,2618,2618,M1,2,2,F1,2019/5/20,R2,No,1
C112320,4506,4506,M1,2,2,F1,2019/5/20,R2,No,1
C112380,3990,3990,M1,2,2,F1,2019/5/20,R2,No,1
C112658,4213,4213,M1,2,2,F1,2019/5/20,R2,No,1
C112660,4116,4116,M1,2,2,F1,2019/5/20,R2,No,1
C112740,2514,2514,M1,2,2,F1,2019/5/20,R2,No,1
C112820,4375,4375,M1,2,2,F1,2019/5/20,R2,No,1
C112904,2713,2713,M1,2,2,F1,2019/5/20,R2,No,1
C113040,2058,2058,M1,2,2,F1,2019/5/20,R2,No,1
C113304,1859,1859,M1,2,2,F1,2019/5/20,R2,No,1
C113858,3713,3713,M1,2,2,F1,2019/5/20,R2,No,1
C114018,4872,4872,M1,2,2,F1,2019/5/20,R2,No,1
C114418,1358,1358,M1,2,2,F1,2019/5/20,R2,No,1
C114610,2554,2554,M1,2,2,F1,2019/5/20,R2,No,1
C101632,6628,6628,M2,4,4,F3,2019/5/20,R2,No,1
C102408,7975,7975,M2,3,3,F2,2019/5/20,R2,No,1
C102566,5450,5450,M2,3,3,F2,2019/5/20,R2,No,1
C103130,8743,8743,M2,3,3,F2,2019/5/20,R2,No,1
C103398,8017,8017,M2,3,3,F2,2019/5/20,R2,No,1
C103776,7680,7680,M2,3,3,F2,2019/5/20,R2,No,1
C103998,9996,9996,M2,3,3,F2,2019/5/20,R2,No,1
C104664,8092,8092,M2,3,3,F2,2019/5/20,R2,No,1
C104898,7524,7524,M2,3,3,F2,2019/5/20,R2,No,1
C105324,7056,7056,M2,3,3,F2,2019/5/20,R2,No,1
C106616,9171,9171,M2,3,3,F2,2019/5/20,R2,No,1
C106986,8801,8801,M2,3,3,F2,2019/5/20,R2,No,1
C107022,8742,8742,M2,3,3,F2,2019/5/20,R2,No,1
C107946,6501,6501,M2,2,2,F1,2019/5/20,R2,No,1
C108322,6799,6799,M2,2,2,F1,2019/5/20,R2,No,1
C108494,9143,9143,M2,2,2,F1,2019/5/20,R2,No,1
C108682,8185,8185,M2,2,2,F1,2019/5/20,R2,No,1
C108754,6831,6831,M2,2,2,F1,2019/5/20,R2,No,1
C109096,5766,5766,M2,2,2,F1,2019/5/20,R2,No,1
C109358,7123,7123,M2,2,2,F1,2019/5/20,R2,No,1
C109758,6513,6513,M2,2,2,F1,2019/5/20,R2,No,1
C110082,8251,8251,M2,2,2,F1,2019/5/20,R2,No,1
C110188,6169,6169,M2,2,2,F1,2019/5/20,R2,No,1
C110688,7336,7336,M2,1,1,F1,2019/5/20,R2,Yes,1
C111716,8437,8437,M2,2,2,F1,2019/5/20,R2,No,1
C112284,9378,9378,M2,2,2,F1,2019/5/20,R2,No,1
C112384,7088,7088,M2,2,2,F1,2019/5/20,R2,No,1
C113692,9641,9641,M2,2,2,F1,2019/5/20,R2,No,1
C114032,5587,5587,M2,2,2,F1,2019/5/20,R2,No,1
C114036,6974,6974,M2,2,2,F1,2019/5/20,R2,No,1
C114364,5188,5188,M2,2,2,F1,2019/5/20,R2,No,1
C100558,14365,14365,M3,4,4,F3,2019/5/20,R2,No,1
C100730,16919,16919,M3,4,4,F3,2019/5/20,R2,No,1
C100740,11555,11555,M3,4,4,F3,2019/5/20,R2,No,1
C101016,14239,14239,M3,4,4,F3,2019/5/20,R2,No,1
C101036,19656,19656,M3,4,4,F3,2019/5/20,R2,No,1
C101194,16825,16825,M3,4,4,F3,2019/5/20,R2,No,1
C101702,10492,10492,M3,3,3,F2,2019/5/20,R2,No,1
C101968,13283,13283,M3,3,3,F2,2019/5/20,R2,No,1
C102048,11988,11988,M3,3,3,F2,2019/5/20,R2,No,1
C102262,14480,14480,M3,3,3,F2,2019/5/20,R2,No,1
C102424,14653,14653,M3,3,3,F2,2019/5/20,R2,No,1
C102454,17331,17331,M3,3,3,F2,2019/5/20,R2,No,1
C102658,16399,16399,M3,3,3,F2,2019/5/20,R2,No,1
C102744,19861,19861,M3,3,3,F2,2019/5/20,R2,No,1
C102898,19704,19704,M3,3,3,F2,2019/5/20,R2,No,1
C102978,12407,12407,M3,3,3,F2,2019/5/20,R2,No,1
C103094,14841,14841,M3,3,3,F2,2019/5/20,R2,No,1
C103178,13910,13910,M3,3,3,F2,2019/5/20,R2,No,1
C103202,13287,13287,M3,3,3,F2,2019/5/20,R2,No,1
C103310,14946,14946,M3,3,3,F2,2019/5/20,R2,No,1
C103580,16728,16728,M3,3,3,F2,2019/5/20,R2,No,1
C104102,12531,12531,M3,3,3,F2,2019/5/20,R2,No,1
C104176,17836,17836,M3,3,3,F2,2019/5/20,R2,No,1
C104326,19275,19275,M3,3,3,F2,2019/5/20,R2,No,1
C104336,13777,13777,M3,3,3,F2,2019/5/20,R2,No,1
C104688,18457,18457,M3,3,3,F2,2019/5/20,R2,No,1
C104756,14839,14839,M3,3,3,F2,2019/5/20,R2,No,1
C104866,15575,15575,M3,3,3,F2,2019/5/20,R2,No,1
C105202,14325,14325,M3,3,3,F2,2019/5/20,R2,No,1
C105538,18269,18269,M3,3,3,F2,2019/5/20,R2,No,1
C105690,16130,16130,M3,3,3,F2,2019/5/20,R2,No,1
C105860,12467,12467,M3,3,3,F2,2019/5/20,R2,No,1
C105886,13391,13391,M3,3,3,F2,2019/5/20,R2,No,1
C105934,19272,19272,M3,3,3,F2,2019/5/20,R2,No,1
C106062,13159,13159,M3,3,3,F2,2019/5/20,R2,No,1
C106108,15837,15837,M3,3,3,F2,2019/5/20,R2,No,1
C106152,18147,18147,M3,3,3,F2,2019/5/20,R2,No,1
C106240,14116,14116,M3,3,3,F2,2019/5/20,R2,No,1
C106342,19326,19326,M3,3,3,F2,2019/5/20,R2,No,1
C106700,19061,19061,M3,3,3,F2,2019/5/20,R2,No,1
C107002,17981,17981,M3,3,3,F2,2019/5/20,R2,No,1
C107120,15168,15168,M3,3,3,F2,2019/5/20,R2,No,1
C107202,16782,16782,M3,3,3,F2,2019/5/20,R2,No,1
C107252,18097,18097,M3,3,3,F2,2019/5/20,R2,No,1
C107268,15768,15768,M3,3,3,F2,2019/5/20,R2,No,1
C107474,10133,10133,M3,3,3,F2,2019/5/20,R2,No,1
C107612,18088,18088,M3,3,3,F2,2019/5/20,R2,No,1
C107712,15914,15914,M3,3,3,F2,2019/5/20,R2,No,1
C107762,12151,12151,M3,2,2,F1,2019/5/20,R2,No,1
C107830,16558,16558,M3,2,2,F1,2019/5/20,R2,No,1
C107900,10156,10156,M3,2,2,F1,2019/5/20,R2,No,1
C108478,18881,18881,M3,2,2,F1,2019/5/20,R2,No,1
C108540,16388,16388,M3,2,2,F1,2019/5/20,R2,No,1
C108838,15167,15167,M3,2,2,F1,2019/5/20,R2,No,1
C108960,11161,11161,M3,2,2,F1,2019/5/20,R2,No,1
C108992,18020,18020,M3,2,2,F1,2019/5/20,R2,No,1
C109168,19194,19194,M3,2,2,F1,2019/5/20,R2,No,1
C109314,14987,14987,M3,2,2,F1,2019/5/20,R2,No,1
C109598,17262,17262,M3,2,2,F1,2019/5/20,R2,No,1
C109612,10200,10200,M3,2,2,F1,2019/5/20,R2,No,1
C110026,19199,19199,M3,2,2,F1,2019/5/20,R2,No,1
C110152,14932,14932,M3,2,2,F1,2019/5/20,R2,No,1
C110154,17494,17494,M3,2,2,F1,2019/5/20,R2,No,1
C110242,11192,11192,M3,2,2,F1,2019/5/20,R2,No,1
C110530,18732,18732,M3,2,2,F1,2019/5/20,R2,No,1
C110866,17700,17700,M3,2,2,F1,2019/5/20,R2,No,1
C110942,19016,19016,M3,2,2,F1,2019/5/20,R2,No,1
C110954,19225,19225,M3,2,2,F1,2019/5/20,R2,No,1
C111086,13577,13577,M3,2,2,F1,2019/5/20,R2,No,1
C111166,12253,12253,M3,2,2,F1,2019/5/20,R2,No,1
C111350,10967,10967,M3,2,2,F1,2019/5/20,R2,No,1
C111576,16575,16575,M3,2,2,F1,2019/5/20,R2,No,1
C111664,11069,11069,M3,2,2,F1,2019/5/20,R2,No,1
C111958,19215,19215,M3,2,2,F1,2019/5/20,R2,No,1
C112014,14299,14299,M3,2,2,F1,2019/5/20,R2,No,1
C112080,11380,11380,M3,2,2,F1,2019/5/20,R2,No,1
C112238,13521,13521,M3,2,2,F1,2019/5/20,R2,No,1
C112360,15410,15410,M3,2,2,F1,2019/5/20,R2,No,1
C112402,15857,15857,M3,2,2,F1,2019/5/20,R2,No,1
C112812,13960,13960,M3,2,2,F1,2019/5/20,R2,No,1
C112962,12955,12955,M3,2,2,F1,2019/5/20,R2,No,1
C113000,18303,18303,M3,2,2,F1,2019/5/20,R2,No,1
C113184,13637,13637,M3,2,2,F1,2019/5/20,R2,No,1
C113240,13616,13616,M3,2,2,F1,2019/5/20,R2,No,1
C113254,17991,17991,M3,2,2,F1,2019/5/20,R2,No,1
C113292,17077,17077,M3,2,2,F1,2019/5/20,R2,No,1
C113350,17295,17295,M3,2,2,F1,2019/5/20,R2,No,1
C113360,19996,19996,M3,2,2,F1,2019/5/20,R2,No,1
C113384,12103,12103,M3,2,2,F1,2019/5/20,R2,No,1
C113490,10615,10615,M3,2,2,F1,2019/5/20,R2,No,1
C113584,15500,15500,M3,2,2,F1,2019/5/20,R2,No,1
C113590,13694,13694,M3,2,2,F1,2019/5/20,R2,No,1
C113596,10158,10158,M3,2,2,F1,2019/5/20,R2,No,1
C113612,16050,16050,M3,2,2,F1,2019/5/20,R2,No,1
C113778,16916,16916,M3,2,2,F1,2019/5/20,R2,No,1
C113808,14773,14773,M3,2,2,F1,2019/5/20,R2,No,1
C113906,15000,15000,M3,2,2,F1,2019/5/20,R2,No,1
C113928,10938,10938,M3,2,2,F1,2019/5/20,R2,No,1
C113980,12823,12823,M3,2,2,F1,2019/5/20,R2,No,1
C113996,16961,16961,M3,2,2,F1,2019/5/20,R2,No,1
C114110,12108,12108,M3,2,2,F1,2019/5/20,R2,No,1
C114520,12088,12088,M3,2,2,F1,2019/5/20,R2,No,1
C114576,12060,12060,M3,2,2,F1,2019/5/20,R2,No,1
C114578,14978,14978,M3,2,2,F1,2019/5/20,R2,No,1
C114582,17056,17056,M3,2,2,F1,2019/5/20,R2,No,1
C114806,13481,13481,M3,2,2,F1,2019/5/20,R2,No,1
C100108,22701,22701,M4,5,5,F3,2019/5/20,R2,No,1
C100190,21563,21563,M4,5,5,F3,2019/5/20,R2,No,1
C100360,24221,24221,M4,4,4,F3,2019/5/20,R2,No,1
C100484,23292,23292,M4,4,4,F3,2019/5/20,R2,No,1
C101124,28778,28778,M4,4,4,F3,2019/5/20,R2,No,1
C101480,26780,26780,M4,4,4,F3,2019/5/20,R2,No,1
C101674,21941,21941,M4,4,4,F3,2019/5/20,R2,No,1
C101786,22967,22967,M4,3,3,F2,2019/5/20,R2,No,1
C101866,26290,26290,M4,3,3,F2,2019/5/20,R2,No,1
C102368,29376,29376,M4,3,3,F2,2019/5/20,R2,No,1
C102422,27717,27717,M4,3,3,F2,2019/5/20,R2,No,1
C102656,21092,21092,M4,3,3,F2,2019/5/20,R2,No,1
C103198,29756,29756,M4,3,3,F2,2019/5/20,R2,No,1
C103650,24835,24835,M4,3,3,F2,2019/5/20,R2,No,1
C103784,26209,26209,M4,3,3,F2,2019/5/20,R2,No,1
C103802,24404,24404,M4,3,3,F2,2019/5/20,R2,No,1
C103946,29622,29622,M4,3,3,F2,2019/5/20,R2,No,1
C104404,20814,20814,M4,3,3,F2,2019/5/20,R2,No,1
C104464,23125,23125,M4,3,3,F2,2019/5/20,R2,No,1
C104522,23359,23359,M4,3,3,F2,2019/5/20,R2,No,1
C104566,27150,27150,M4,3,3,F2,2019/5/20,R2,No,1
C104634,29562,29562,M4,3,3,F2,2019/5/20,R2,No,1
C104670,29621,29621,M4,3,3,F2,2019/5/20,R2,No,1
C104890,27611,27611,M4,3,3,F2,2019/5/20,R2,No,1
C104954,29576,29576,M4,3,3,F2,2019/5/20,R2,No,1
C105064,26939,26939,M4,3,3,F2,2019/5/20,R2,No,1
C105090,20691,20691,M4,3,3,F2,2019/5/20,R2,No,1
C105134,23924,23924,M4,3,3,F2,2019/5/20,R2,No,1
C105166,27503,27503,M4,3,3,F2,2019/5/20,R2,No,1
C105296,22873,22873,M4,3,3,F2,2019/5/20,R2,No,1
C105392,25901,25901,M4,3,3,F2,2019/5/20,R2,No,1
C105442,21911,21911,M4,3,3,F2,2019/5/20,R2,No,1
C105498,22249,22249,M4,3,3,F2,2019/5/20,R2,No,1
C105866,28961,28961,M4,3,3,F2,2019/5/20,R2,No,1
C106432,21174,21174,M4,3,3,F2,2019/5/20,R2,No,1
C106470,25788,25788,M4,3,3,F2,2019/5/20,R2,No,1
C106564,24241,24241,M4,3,3,F2,2019/5/20,R2,No,1
C106974,24804,24804,M4,3,3,F2,2019/5/20,R2,No,1
C107018,21748,21748,M4,3,3,F2,2019/5/20,R2,No,1
C107180,23883,23883,M4,3,3,F2,2019/5/20,R2,No,1
C107606,28034,28034,M4,3,3,F2,2019/5/20,R2,No,1
C107646,28600,28600,M4,3,3,F2,2019/5/20,R2,No,1
C107868,23055,23055,M4,2,2,F1,2019/5/20,R2,No,1
C107898,28312,28312,M4,2,2,F1,2019/5/20,R2,No,1
C107968,23793,23793,M4,2,2,F1,2019/5/20,R2,No,1
C107998,20812,20812,M4,2,2,F1,2019/5/20,R2,No,1
C108002,29592,29592,M4,2,2,F1,2019/5/20,R2,No,1
C108700,27352,27352,M4,2,2,F1,2019/5/20,R2,No,1
C108858,20522,20522,M4,2,2,F1,2019/5/20,R2,No,1
C109112,20397,20397,M4,2,2,F1,2019/5/20,R2,No,1
C109252,25753,25753,M4,2,2,F1,2019/5/20,R2,No,1
C109672,26035,26035,M4,2,2,F1,2019/5/20,R2,No,1
C109874,25560,25560,M4,2,2,F1,2019/5/20,R2,No,1
C110280,25766,25766,M4,2,2,F1,2019/5/20,R2,No,1
C110824,21881,21881,M4,2,2,F1,2019/5/20,R2,No,1
C111110,28799,28799,M4,2,2,F1,2019/5/20,R2,No,1
C111136,21899,21899,M4,2,2,F1,2019/5/20,R2,No,1
C111366,20278,20278,M4,2,2,F1,2019/5/20,R2,No,1
C111738,21937,21937,M4,2,2,F1,2019/5/20,R2,No,1
C111808,20928,20928,M4,2,2,F1,2019/5/20,R2,No,1
C111936,22419,22419,M4,2,2,F1,2019/5/20,R2,No,1
C112030,24736,24736,M4,2,2,F1,2019/5/20,R2,No,1
C112462,21112,21112,M4,2,2,F1,2019/5/20,R2,No,1
C112488,25941,25941,M4,2,2,F1,2019/5/20,R2,No,1
C112530,20871,20871,M4,2,2,F1,2019/5/20,R2,No,1
C112730,21392,21392,M4,2,2,F1,2019/5/20,R2,No,1
C113386,21716,21716,M4,2,2,F1,2019/5/20,R2,No,1
C113982,21752,21752,M4,2,2,F1,2019/5/20,R2,No,1
C114248,23970,23970,M4,2,2,F1,2019/5/20,R2,No,1
C114494,27591,27591,M4,2,2,F1,2019/5/20,R2,No,1
C114754,25027,25027,M4,2,2,F1,2019/5/20,R2,No,1
C114778,23046,23046,M4,2,2,F1,2019/5/20,R2,No,1
C100120,40083,40083,M5,5,5,F3,2019/5/20,R2,No,1
C100254,44272,44272,M5,4,4,F3,2019/5/20,R2,No,1
C100306,38301,38301,M5,4,4,F3,2019/5/20,R2,No,1
C100434,35959,35959,M5,4,4,F3,2019/5/20,R2,No,1
C100810,35163,35163,M5,4,4,F3,2019/5/20,R2,No,1
C100964,34253,34253,M5,4,4,F3,2019/5/20,R2,No,1
C101012,34600,34600,M5,4,4,F3,2019/5/20,R2,No,1
C101088,37539,37539,M5,4,4,F3,2019/5/20,R2,No,1
C101172,45484,45484,M5,4,4,F3,2019/5/20,R2,No,1
C101216,30153,30153,M5,4,4,F3,2019/5/20,R2,No,1
C101226,44055,44055,M5,4,4,F3,2019/5/20,R2,No,1
C101466,36949,36949,M5,4,4,F3,2019/5/20,R2,No,1
C102696,39611,39611,M5,3,3,F2,2019/5/20,R2,No,1
C102916,45679,45679,M5,3,3,F2,2019/5/20,R2,No,1
C102956,48434,48434,M5,3,3,F2,2019/5/20,R2,No,1
C103114,31608,31608,M5,3,3,F2,2019/5/20,R2,No,1
C103352,32178,32178,M5,3,3,F2,2019/5/20,R2,No,1
C103942,38874,38874,M5,3,3,F2,2019/5/20,R2,No,1
C103952,30647,30647,M5,3,3,F2,2019/5/20,R2,No,1
C104048,35412,35412,M5,3,3,F2,2019/5/20,R2,No,1
C104200,30862,30862,M5,3,3,F2,2019/5/20,R2,No,1
C104834,33550,33550,M5,3,3,F2,2019/5/20,R2,No,1
C104858,33969,33969,M5,3,3,F2,2019/5/20,R2,No,1
C104876,35093,35093,M5,3,3,F2,2019/5/20,R2,No,1
C105192,49458,49458,M5,3,3,F2,2019/5/20,R2,No,1
C105374,33256,33256,M5,3,3,F2,2019/5/20,R2,No,1
C105420,36281,36281,M5,3,3,F2,2019/5/20,R2,No,1
C105566,34257,34257,M5,3,3,F2,2019/5/20,R2,No,1
C105592,31513,31513,M5,3,3,F2,2019/5/20,R2,No,1
C105628,31468,31468,M5,3,3,F2,2019/5/20,R2,No,1
C105666,36494,36494,M5,3,3,F2,2019/5/20,R2,No,1
C105680,46818,46818,M5,3,3,F2,2019/5/20,R2,No,1
C105848,39181,39181,M5,3,3,F2,2019/5/20,R2,No,1
C105942,56370,56370,M5,3,3,F2,2019/5/20,R2,No,1
C106148,40323,40323,M5,3,3,F2,2019/5/20,R2,No,1
C106224,42678,42678,M5,3,3,F2,2019/5/20,R2,No,1
C106320,33982,33982,M5,3,3,F2,2019/5/20,R2,No,1
C106370,31206,31206,M5,3,3,F2,2019/5/20,R2,No,1
C106958,34636,34636,M5,3,3,F2,2019/5/20,R2,No,1
C106966,30994,30994,M5,3,3,F2,2019/5/20,R2,No,1
C107546,30831,30831,M5,3,3,F2,2019/5/20,R2,No,1
C107746,33392,33392,M5,2,2,F1,2019/5/20,R2,No,1
C108312,37489,37489,M5,2,2,F1,2019/5/20,R2,No,1
C108470,34859,34859,M5,2,2,F1,2019/5/20,R2,No,1
C112684,44154,44154,M5,2,2,F1,2019/5/20,R2,No,1
C114452,51574,51574,M5,2,2,F1,2019/5/20,R2,No,1
C103320,3754,3754,M1,3,3,F2,2019/5/21,R2,No,1
C103546,4835,4835,M1,3,3,F2,2019/5/21,R2,No,1
C103642,1979,1979,M1,3,3,F2,2019/5/21,R2,No,1
C103866,4641,4641,M1,3,3,F2,2019/5/21,R2,No,1
C104116,3998,3998,M1,3,3,F2,2019/5/21,R2,No,1
C104554,4959,4959,M1,3,3,F2,2019/5/21,R2,No,1
C105650,3850,3850,M1,3,3,F2,2019/5/21,R2,No,1
C106566,870,870,M1,3,3,F2,2019/5/21,R2,No,1
C106698,2676,2676,M1,3,3,F2,2019/5/21,R2,No,1
C107352,4275,4275,M1,3,3,F2,2019/5/21,R2,No,1
C108176,1782,1782,M1,2,2,F1,2019/5/21,R2,No,1
C108328,1159,1159,M1,2,2,F1,2019/5/21,R2,No,1
C108690,3043,3043,M1,2,2,F1,2019/5/21,R2,No,1
C108966,1556,1556,M1,2,2,F1,2019/5/21,R2,No,1
C109274,4149,4149,M1,2,2,F1,2019/5/21,R2,No,1
C109276,2646,2646,M1,2,2,F1,2019/5/21,R2,No,1
C109360,4534,4534,M1,2,2,F1,2019/5/21,R2,No,1
C109440,4690,4690,M1,2,2,F1,2019/5/21,R2,No,1
C109642,1075,1075,M1,2,2,F1,2019/5/21,R2,No,1
C109730,4111,4111,M1,2,2,F1,2019/5/21,R2,No,1
C110020,4672,4672,M1,2,2,F1,2019/5/21,R2,No,1
C110132,3817,3817,M1,2,2,F1,2019/5/21,R2,No,1
C110436,2101,2101,M1,2,2,F1,2019/5/21,R2,No,1
C110566,293,293,M1,2,2,F1,2019/5/21,R2,No,1
C110574,1970,1970,M1,2,2,F1,2019/5/21,R2,No,1
C111416,4416,4416,M1,2,2,F1,2019/5/21,R2,No,1
C111488,1318,1318,M1,2,2,F1,2019/5/21,R2,No,1
C112558,490,490,M1,2,2,F1,2019/5/21,R2,No,1
C112584,2368,2368,M1,2,2,F1,2019/5/21,R2,No,1
C113104,2595,2595,M1,2,2,F1,2019/5/21,R2,No,1
C113120,790,790,M1,2,2,F1,2019/5/21,R2,No,1
C113146,4311,4311,M1,2,2,F1,2019/5/21,R2,No,1
C114028,4078,4078,M1,2,2,F1,2019/5/21,R2,No,1
C114058,613,613,M1,2,2,F1,2019/5/21,R2,No,1
C114158,564,564,M1,2,2,F1,2019/5/21,R2,No,1
C114344,1442,1442,M1,2,2,F1,2019/5/21,R2,No,1
C114506,3195,3195,M1,2,2,F1,2019/5/21,R2,No,1
C114802,2632,2632,M1,2,2,F1,2019/5/21,R2,No,1
C101960,8889,8889,M2,3,3,F2,2019/5/21,R2,No,1
C102814,6316,6316,M2,4,4,F3,2019/5/21,R2,No,1
C102962,7447,7447,M2,3,3,F2,2019/5/21,R2,No,1
C103098,9640,9640,M2,3,3,F2,2019/5/21,R2,No,1
C104362,6873,6873,M2,3,3,F2,2019/5/21,R2,No,1
C106304,6797,6797,M2,3,3,F2,2019/5/21,R2,No,1
C106520,7990,7990,M2,3,3,F2,2019/5/21,R2,No,1
C107228,6710,6710,M2,3,3,F2,2019/5/21,R2,No,1
C107414,9667,9667,M2,3,3,F2,2019/5/21,R2,No,1
C107748,7211,7211,M2,2,2,F1,2019/5/21,R2,No,1
C108332,7487,7487,M2,2,2,F1,2019/5/21,R2,No,1
C108860,6302,6302,M2,2,2,F1,2019/5/21,R2,No,1
C109174,9940,9940,M2,2,2,F1,2019/5/21,R2,No,1
C109324,9209,9209,M2,2,2,F1,2019/5/21,R2,No,1
C109340,9499,9499,M2,2,2,F1,2019/5/21,R2,No,1
C109542,7925,7925,M2,2,2,F1,2019/5/21,R2,No,1
C109908,7284,7284,M2,2,2,F1,2019/5/21,R2,No,1
C109980,5727,5727,M2,2,2,F1,2019/5/21,R2,No,1
C110142,9654,9654,M2,2,2,F1,2019/5/21,R2,No,1
C110240,5520,5520,M2,2,2,F1,2019/5/21,R2,No,1
C110410,5961,5961,M2,2,2,F1,2019/5/21,R2,No,1
C111054,9749,9749,M2,2,2,F1,2019/5/21,R2,No,1
C111340,8320,8320,M2,2,2,F1,2019/5/21,R2,No,1
C111742,8899,8899,M2,2,2,F1,2019/5/21,R2,No,1
C111878,7415,7415,M2,2,2,F1,2019/5/21,R2,No,1
C112232,9463,9463,M2,2,2,F1,2019/5/21,R2,No,1
C112330,6880,6880,M2,2,2,F1,2019/5/21,R2,No,1
C113710,8207,8207,M2,2,2,F1,2019/5/21,R2,No,1
C100728,22828,22828,M4,4,4,F3,2019/5/29,R3,No,1
C100816,23992,23992,M4,4,4,F3,2019/5/29,R3,No,1
C100830,27753,27753,M4,4,4,F3,2019/5/29,R3,No,1
C100988,22282,22282,M4,4,4,F3,2019/5/29,R3,No,1
C101022,25439,25439,M4,4,4,F3,2019/5/29,R3,No,1
C101072,20993,20993,M4,4,4,F3,2019/5/29,R3,No,1
C101218,28323,28323,M4,4,4,F3,2019/5/29,R3,No,1
C101322,28548,28548,M4,4,4,F3,2019/5/29,R3,No,1
C101402,27656,27656,M4,4,4,F3,2019/5/29,R3,No,1
C101494,24612,24612,M4,4,4,F3,2019/5/29,R3,No,1
C101512,28599,28599,M4,4,4,F3,2019/5/29,R3,No,1
C101520,26206,26206,M4,4,4,F3,2019/5/29,R3,No,1
C101574,28719,28719,M4,4,4,F3,2019/5/29,R3,No,1
C101622,22838,22838,M4,4,4,F3,2019/5/29,R3,No,1
C101764,27772,27772,M4,3,3,F2,2019/5/29,R3,No,1
C101800,28441,28441,M4,3,3,F2,2019/5/29,R3,No,1
C101820,22299,22299,M4,3,3,F2,2019/5/29,R3,No,1
C101998,22932,22932,M4,3,3,F2,2019/5/29,R3,No,1
C102084,22911,22911,M4,3,3,F2,2019/5/29,R3,No,1
C102170,25070,25070,M4,3,3,F2,2019/5/29,R3,No,1
C102208,22362,22362,M4,3,3,F2,2019/5/29,R3,No,1
C102310,29097,29097,M4,3,3,F2,2019/5/29,R3,No,1
C102436,23557,23557,M4,3,3,F2,2019/5/29,R3,No,1
C102466,24653,24653,M4,3,3,F2,2019/5/29,R3,No,1
C102556,25434,25434,M4,3,3,F2,2019/5/29,R3,No,1
C102586,27941,27941,M4,3,3,F2,2019/5/29,R3,No,1
C102592,20921,20921,M4,3,3,F2,2019/5/29,R3,No,1
C102614,20015,20015,M4,3,3,F2,2019/5/29,R3,No,1
C102688,21720,21720,M4,3,3,F2,2019/5/29,R3,No,1
C102934,20457,20457,M4,3,3,F2,2019/5/29,R3,No,1
C103132,23104,23104,M4,3,3,F2,2019/5/29,R3,No,1
C103210,25924,25924,M4,3,3,F2,2019/5/29,R3,No,1
C103264,20993,20993,M4,3,3,F2,2019/5/29,R3,No,1
C103330,25099,25099,M4,3,3,F2,2019/5/29,R3,No,1
C103438,29350,29350,M4,3,3,F2,2019/5/29,R3,No,1
C103594,26161,26161,M4,3,3,F2,2019/5/29,R3,No,1
C103614,29612,29612,M4,3,3,F2,2019/5/29,R3,No,1
C103660,28339,28339,M4,3,3,F2,2019/5/29,R3,No,1
C103820,26396,26396,M4,3,3,F2,2019/5/29,R3,No,1
C103848,23640,23640,M4,3,3,F2,2019/5/29,R3,No,1
C103896,24741,24741,M4,3,3,F2,2019/5/29,R3,No,1
C103980,22664,22664,M4,3,3,F2,2019/5/29,R3,No,1
C104016,28357,28357,M4,3,3,F2,2019/5/29,R3,No,1
C104098,25484,25484,M4,3,3,F2,2019/5/29,R3,No,1
